Date,France_recovered,Germany_recovered,Italy_recovered,Spain_recovered,UK_recovered,France_cases,Germany_cases,Italy_cases,Spain_cases,UK_cases,France_tests,Germany_tests,Italy_tests,Spain_tests,UK_tests,France_deaths,Germany_deaths,Italy_deaths,Spain_deaths,UK_deaths
4/12/21,279624,2708320,3140565,NA,NA,5128140,3024604,3779594,3370256,4388296,NA,NA,53245501,NA,134397573,99294,78796,114612,76525,127346
4/13/21,280958,2726910,3158725,NA,NA,5167265,3054025,3793033,3376548,4390801,NA,NA,53550491,NA,135152009,99639,79137,115088,76625,127369
4/14/21,283059,2744940,3178976,NA,NA,5210772,3085142,3809193,3387022,4393330,NA,NA,53885257,NA,136363617,99936,79427,115557,76756,127407
4/15/21,284943,2747460,3200196,NA,NA,5248853,3110252,3826156,3396685,4396096,NA,NA,54204890,38691907,137478788,100232,79672,115937,76882,127438
4/16/21,286830,2763260,3218975,NA,NA,5285304,3134108,3842079,3407283,4398903,NA,NA,54532594,NA,138241531,100563,79894,116366,76981,127472
4/17/21,288182,2784540,3235459,NA,NA,5321176,3154305,3857443,3407283,4401176,NA,NA,54864328,NA,138771896,100752,79971,116676,76981,127508
4/18/21,288664,2795080,3248593,NA,NA,5350521,3155522,3870131,3407283,4403060,67588728,54025703,55094444,NA,140486853,100892,80052,116927,76981,127518
4/19/21,289796,2811890,3268262,NA,NA,5357229,3167137,3878994,3428354,4406114,NA,NA,55241172,NA,141704576,101339,80353,117243,77102,127524
4/20/21,291009,2831440,3290715,NA,NA,5401305,3198534,3891063,3428354,4408644,NA,NA,55535217,NA,142527783,101713,80680,117633,77102,127557
4/21/21,292859,2852890,3311267,NA,NA,5436229,3222888,3904899,3446072,4411068,NA,NA,55885251,NA,143949153,102046,80938,117997,77364,127577
4/22/21,294716,2856510,3330392,NA,NA,5469674,3254609,3920945,3456886,4413834,NA,NA,56250055,39591329,145213900,102323,81203,118357,77496,127597
4/23/21,296453,2876690,3351461,NA,NA,5502014,3276871,3935703,3468617,4416588,NA,NA,56565755,NA,146022203,102655,81492,118699,77591,127638
4/24/21,297886,2902900,3369048,NA,NA,5534656,3291293,3949517,3468617,4418710,NA,NA,56886535,NA,146560366,102872,81610,119021,77591,127670
4/25/21,298410,2917730,3382224,NA,NA,5559121,3306692,3962674,3468617,4420443,69845860,55453371,57126017,NA,148076928,103017,81671,119238,77591,127681
4/26/21,299611,2939900,3398763,NA,NA,5565080,3312653,3971114,3488469,4422562,NA,NA,57271836,NA,149291858,103415,82009,119539,77738,127688
4/27/21,300619,2960900,3413451,NA,NA,5595403,3338564,3981512,3496134,4425259,NA,NA,57574570,NA,150101360,103762,82325,119912,77855,127705
4/28/21,302323,2966590,3431867,NA,NA,5626985,3366827,3994894,3504799,4427390,NA,NA,57910906,NA,151516625,104077,82588,120256,77943,127734
4/29/21,304042,2987910,3449955,NA,NA,5653533,3391039,4009208,3514942,4429849,NA,NA,58240981,40481866,152743200,104385,82865,120544,78080,127759
4/30/21,305692,3008640,3465576,NA,NA,5677835,3405365,4022653,3524077,4432246,NA,NA,58579752,NA,153491922,104675,83097,120807,78216,127775
5/1/21,307039,3025120,3484042,NA,NA,5703505,3423900,4035617,3524077,4434157,NA,NA,58957954,NA,154011981,104867,83207,121033,78216,127782
5/2/21,307500,3051730,3492679,NA,NA,5713393,3432676,4044762,3524077,4435831,71926378,56814331,59114826,NA,154880126,104980,83292,121177,78216,127796
5/3/21,308493,3053770,3505717,NA,NA,5717160,3438186,4050708,3540430,4437505,NA,NA,59236655,NA,156093792,105291,83605,121433,78293,127797
5/4/21,309118,3075230,3524194,NA,NA,5741537,3462297,4059821,3544945,4439489,NA,NA,59552161,NA,157088742,105548,83890,121738,78399,127803
5/5/21,311037,3118660,3541266,NA,NA,5767541,3484755,4070400,3551262,4441644,NA,NA,59879330,NA,158363333,105792,84141,122005,78566,127830
5/6/21,312621,3140330,3557133,NA,NA,5789283,3502672,4082198,3559222,4444262,NA,NA,60203970,41309878,159580869,106011,84425,122263,78726,127843
5/7/21,314146,3142640,3572713,NA,NA,5808421,3517762,4092747,3567408,4446752,NA,NA,60532582,NA,160342371,106262,84659,122470,78792,127858
5/8/21,315324,3160630,3590107,NA,NA,5829166,3530887,4102921,3567408,4448808,NA,NA,60871018,NA,160869162,106438,84789,122694,78792,127863
5/9/21,315726,3187100,3604523,NA,NA,5838294,3530887,4111210,3567408,4450578,74267855,58070055,61097024,NA,162226572,106553,84844,122833,78792,127865
5/10/21,316648,3188710,3619586,NA,NA,5841593,3538208,4116287,3581392,4452956,NA,NA,61227024,NA,163345211,106845,85118,123031,78895,127870
5/11/21,316468,3231090,3636089,NA,NA,5861384,3557904,4123230,3586333,4455446,NA,NA,61513452,NA,164129675,107096,85385,123282,79100,127890
5/12/21,317958,3233630,3655112,NA,NA,5882882,3564494,4131078,3592751,4457742,NA,NA,61820196,NA,165362038,107280,85451,123544,79208,127901
5/13/21,319025,3268190,3669407,NA,NA,5902343,3578125,4139160,3598452,4460405,NA,NA,62107222,42104541,164012960,107411,85853,123745,79281,127912
5/14/21,319798,3284300,3683189,NA,NA,5909386,3588502,4146722,3604799,4462603,NA,NA,62405408,NA,164769141,107584,86030,123927,79339,127930
5/15/21,320711,3292700,3696481,NA,NA,5925071,3595872,4153374,3604799,4464663,NA,NA,62700094,NA,165259759,107696,86100,124063,79339,127937
5/16/21,321026,3306260,3706084,NA,NA,5939019,3602939,4159122,3604799,4466589,76261702,59170314,62902667,NA,166384182,107777,86166,124156,79339,127941
5/17/21,321874,3323190,3715389,NA,NA,5942370,3608320,4162576,3615860,4468582,NA,NA,63021591,NA,167599744,107973,86386,124296,79432,127946
5/18/21,323205,3342350,3727220,NA,NA,5959593,3615896,4167025,3619848,4466220,NA,NA,63284455,NA,168404482,108201,86671,124497,79502,127953
5/19/21,324444,3359530,3741149,NA,NA,5978650,3627777,4172525,3625928,4468366,NA,NA,63571711,NA,169635175,108342,86908,124646,79568,127956
5/20/21,324444,3376100,3753965,NA,NA,5629983,3638504,4178261,3631661,4471065,NA,NA,63822748,42861326,170774076,108475,87135,124810,79601,127963
5/21/21,324444,3390400,3766660,NA,NA,5642786,3646600,4183476,3636453,4473773,NA,NA,64092492,NA,171561923,108598,87303,125028,79620,127972
5/22/21,324444,3398700,3779293,NA,NA,5655397,3653019,4188190,3636453,4476297,NA,NA,64379095,NA,172094944,108687,87385,125153,79620,127978
5/23/21,324444,3410040,3785866,NA,NA,5665101,3657662,4192183,3636453,4478390,78284376,60389193,64558486,NA,173297678,108757,87429,125225,79620,127983
5/24/21,327886,3425380,3792898,NA,NA,5667331,3659990,4194672,3647520,4480760,NA,NA,64665967,NA,174394703,108819,87461,125335,79711,127986
5/25/21,327636,3439570,3804246,NA,NA,5670486,3662568,4197892,3652879,4483177,NA,NA,64918613,NA,175208582,109040,87733,125501,79801,128001
5/26/21,328943,3452290,3816176,NA,NA,5683143,3667041,4201827,3657886,4486168,NA,NA,65179575,NA,176394409,109185,88000,125622,79855,128010
5/27/21,329920,3463130,3826984,NA,NA,5697076,3673990,4205970,3663176,4489552,NA,NA,65423542,43613580,177486846,109327,88192,125793,79888,128020
5/28/21,331006,3472650,3837518,NA,NA,5708350,3680159,4209707,3668658,4493582,NA,NA,65673453,NA,178229622,109452,88360,125919,79905,128030
5/29/21,331686,3479700,3845087,NA,NA,5719877,3684672,4213055,3668658,4496823,NA,NA,65920783,NA,178748832,109518,88413,126002,79905,128037
5/30/21,331911,3487850,3851661,NA,NA,5728418,3687715,4216003,3668658,4499937,NA,61359192,66085278,NA,163676040,109562,88431,126046,79905,128043
5/31/21,332474,3498580,3858019,NA,NA,5728788,3689921,4217821,3678390,4503231,NA,NA,66172255,NA,164261439,109690,88601,126128,79953,128045
6/1/21,333397,3509660,3868332,NA,NA,5738641,3692908,4220304,3682778,4506333,NA,NA,66394073,NA,164914927,109824,88781,126221,79983,128045
6/2/21,333397,3518860,3886867,NA,NA,5739995,3698004,4223200,3687762,4510597,NA,NA,66620345,NA,165751823,109841,88945,126283,80049,128057
6/3/21,334930,3526110,3893259,NA,NA,5755679,3701692,4225163,3693012,4515778,NA,NA,66717978,44319367,166556968,109990,89031,126342,80049,128075
6/4/21,335715,3533860,3901112,NA,NA,5762637,3704685,4227719,3697981,4521922,NA,NA,66938917,NA,167207457,110078,89152,126415,80195,128086
6/5/21,336178,3538290,3908312,NA,NA,5769291,3706934,4230153,3697981,4527577,NA,NA,67177549,NA,167676121,110135,89228,126472,80196,128099
6/6/21,336313,3542000,3913633,NA,NA,5774361,3708898,4232428,3697981,4532802,NA,62243024,67327507,NA,168901375,110160,89249,126523,80196,128103
6/7/21,336806,3549820,3918657,NA,NA,5775535,3710342,4233698,3707523,4538399,NA,NA,67412074,NA,169816779,110224,89390,126588,80236,128104
6/8/21,335174,3557840,3927176,NA,NA,5781556,3712595,4235592,3711027,4544372,NA,NA,67632991,NA,170532430,110299,89497,126690,80309,128118
6/9/21,335947,3563140,3936088,NA,NA,5787125,3715870,4237790,3715454,4551694,NA,NA,67851729,NA,171596809,110364,89592,126767,80332,128124
6/10/21,336579,3568460,3943704,NA,NA,5791608,3718617,4239868,3729458,4558933,NA,NA,68039849,45029264,172560660,110432,89693,126855,80465,128131
6/11/21,337201,3574000,3949597,NA,NA,5795487,3720811,4241760,3733600,4566893,NA,NA,68257459,NA,173287483,110506,89821,126924,80501,128148
6/12/21,337566,3577840,3954097,NA,NA,5799459,3722295,4243482,3733600,4574445,NA,NA,68470425,NA,173804097,110540,89841,126976,80501,128160
6/13/21,337668,3581340,3957557,NA,NA,5802314,3723295,4244872,3733600,4581779,NA,63078391,68604561,NA,174843345,110553,89849,127002,80501,128168
6/14/21,338034,3585660,3960951,NA,NA,5803012,3724168,4245779,3741767,4589400,NA,NA,68683489,NA,175765824,110616,89944,127038,80517,128171
6/15/21,337467,3590610,4014025,NA,NA,5806255,3725328,4247032,3745199,4596994,NA,NA,68896197,NA,176532831,110692,90079,127101,80579,128181
6/16/21,337995,3593730,4019424,NA,NA,5809319,3726767,4248432,3749031,4605805,NA,NA,69099370,NA,177621341,110740,90185,127153,80615,128190
6/17/21,338555,3597940,4023957,NA,NA,5811461,3727668,4249755,3753228,4616628,NA,NA,69299685,45670625,178673806,110796,90277,127190,80634,128209
6/18/21,339027,3600360,4031605,NA,NA,5814648,3728601,4250902,3757442,4626915,NA,NA,69515711,NA,179447259,110864,90374,127225,80652,128220
6/19/21,339290,3602150,4035692,NA,NA,5817272,3729597,4252095,3757442,4636991,NA,NA,69765699,NA,180019948,110886,90390,127253,80652,128234
6/20/21,339339,3604050,4037996,NA,NA,5819088,3730126,4252976,3757442,4646068,NA,63809113,69916221,NA,181153352,110900,90400,127270,80652,128240
6/21/21,339638,3606150,4049316,NA,NA,5819584,3730619,4253460,3764651,4656536,NA,NA,69997973,NA,182165165,110940,90477,127291,80689,128245
6/22/21,338834,3609310,4054008,NA,NA,5821797,3731304,4254294,3768691,4668043,NA,NA,70190855,NA,182977359,110991,90553,127322,80719,128272
6/23/21,339232,3612840,4059463,NA,NA,5824127,3732439,4255434,3773032,4683986,NA,NA,70388886,NA,184123513,111024,90620,127352,80748,128291
6/24/21,339701,3616140,4066029,NA,NA,5826278,3732914,4255700,3777539,4700691,NA,NA,70577077,46301846,185193284,111068,90685,127362,80766,128312
6/25/21,340005,3617470,4068798,NA,NA,5828266,3733665,4256451,3782463,4716065,NA,NA,70769618,NA,186029960,111101,90752,127418,80779,128330
6/26/21,340230,3618510,4072099,NA,NA,5830394,3734153,4257289,3782463,4734011,NA,NA,70994111,NA,186635492,111113,90761,127458,80779,128353
6/27/21,340293,3619010,4073435,NA,NA,5831972,3734489,4258069,3782463,4748644,NA,64523590,71131694,NA,187837275,111130,90768,127472,80779,128364
6/28/21,340555,3620830,4076274,NA,NA,5832490,3734830,4258456,3792642,4771367,NA,NA,71207555,NA,188916528,111174,90826,127500,80789,128367
6/29/21,340876,3622220,4078767,NA,NA,5835885,3735399,4259133,3799733,4791628,NA,NA,71398190,NA,189785460,111230,90883,127542,80829,128390
6/30/21,340159,3623800,4081902,NA,NA,5837265,3736205,4259909,3808960,4817298,NA,NA,71583206,NA,191016361,111244,90945,127566,80875,128404
7/1/21,340446,3625010,4083843,NA,NA,5839967,3736959,4260788,3821305,4844944,NA,NA,71771680,47070708,192140157,111298,91014,127587,80883,128426
7/2/21,340724,3625740,4086188,NA,NA,5842654,3737630,4261582,3833868,4871807,NA,NA,71970918,NA,192996544,111322,91032,127615,80911,128453
7/3/21,340889,3626610,4089298,NA,NA,5845660,3738059,4262511,3833868,4896272,NA,NA,72199045,NA,193635879,111339,91040,127637,80911,128471
7/4/21,340920,3627520,4091004,NA,NA,5848209,3738470,4263317,3833868,4920168,NA,65250422,72340685,NA,194892032,111348,91039,127649,80911,128486
7/5/21,341121,3628600,4092586,NA,NA,5849011,3738862,4263797,3866475,4947274,NA,NA,72415334,NA,196036651,111385,91068,127680,80934,128495
7/6/21,340385,3628910,4094421,NA,NA,5852599,3739575,4264704,3880612,4975903,NA,NA,72607758,NA,196990166,111420,91118,127704,80952,128532
7/7/21,340586,3630340,4096156,NA,NA,5856682,3740567,4265714,3897996,5007964,NA,NA,72785735,NA,198205560,111448,91148,127718,80969,128565
7/8/21,340816,3631310,4097905,NA,NA,5861128,3741470,4267105,3915313,5040060,NA,NA,72960587,48047600,199315990,111473,91197,127731,80997,128601
7/9/21,341046,3632230,4099339,NA,NA,5865767,3742355,4268491,3937192,5075945,NA,NA,73157509,NA,200210184,111492,91232,127756,81003,128631
7/10/21,341218,3632330,4101102,NA,NA,5870463,3743164,4269885,3937192,5107780,NA,NA,73365928,NA,200933971,111511,91239,127768,81003,128665
7/11/21,341237,3632930,4102420,NA,NA,5874719,3743732,4271276,3937192,5139162,NA,65862647,73509260,NA,202034069,111515,91241,127775,81003,128691
7/12/21,341520,3633520,4103949,NA,NA,5875987,3744285,4272163,3971124,5173972,NA,NA,73582831,NA,203090269,111543,91268,127788,81020,128697
7/13/21,340616,3634550,4105236,NA,NA,5882945,3745312,4273693,4015084,5210472,NA,NA,73775374,NA,204010907,111597,91295,127808,81033,128747
7/14/21,340616,3635420,4106315,NA,NA,5884395,3746935,4275846,4041474,5252655,NA,NA,73985973,NA,205201783,111609,91326,127831,81043,128797
7/15/21,340929,3636120,4109579,NA,NA,5895453,3748379,4278319,4069162,5301296,NA,NA,74176895,49245050,206399955,111619,91346,127840,81084,128864
7/16/21,341209,3636960,4110649,NA,NA,5906448,3749944,4281214,4100222,5353245,NA,NA,74382497,NA,207361441,111641,91367,127851,81096,128913
7/17/21,341351,3637480,4112977,NA,NA,5917397,3751253,4284332,4100222,5407428,NA,NA,74627294,NA,208132533,111657,91369,127864,81096,128960
7/18/21,341381,3638720,4113478,NA,NA,5929929,3752236,4287458,4100222,5455276,NA,66468568,74792563,NA,209161245,111662,91370,127867,81096,128988
7/19/21,341615,3639640,4114129,NA,NA,5934122,3753220,4289528,4161850,5495947,NA,NA,74881652,NA,210256183,111682,91404,127874,81119,129007
7/20/21,340769,3640270,4115889,NA,NA,5952339,3754846,4293083,4189136,5542635,NA,NA,75100357,NA,211132818,111715,91423,127884,81148,129109
7/21/21,341053,3641100,4118124,NA,NA,5973912,3756497,4297337,4219723,5586716,NA,NA,75335454,NA,212157873,111737,91466,127905,81166,129182
7/22/21,341358,3642010,4119607,NA,NA,5996060,3758425,4302393,4249258,5626745,NA,NA,75555232,50542262,213210454,111749,91505,127920,81194,129266
7/23/21,341672,3642120,4120846,NA,NA,6015469,3760291,4307535,4280429,5662838,NA,NA,75792867,NA,214106361,111778,91514,127937,81221,129330
7/24/21,341848,3643350,4122208,NA,NA,6041146,3761869,4312673,4280429,5694462,NA,NA,76051796,NA,214851308,111800,91531,127942,81221,129418
7/25/21,341877,3644560,4123209,NA,NA,6056388,3763018,4317415,4280429,5723399,NA,67061080,76228449,NA,215630025,111806,91534,127949,81221,129446
7/26/21,342182,3645870,4124323,NA,NA,6061802,3764441,4320530,4342054,5748331,NA,NA,76316696,NA,216435477,111851,91573,127971,81268,129460
7/27/21,342647,3647240,4126741,NA,NA,6088930,3766501,4325046,4368453,5771732,NA,NA,76558586,NA,217219033,111883,91592,127995,81323,129591
7/28/21,341160,3653990,4128568,NA,NA,6116853,3769552,4330739,4395602,5797445,NA,NA,76807058,NA,218117010,111923,91709,128010,81396,129718
7/29/21,341577,3649670,4130393,NA,NA,6142282,3772326,4336906,4422291,5828316,NA,NA,77031848,51805619,218993014,111951,91622,128029,81442,129809
7/30/21,342009,3652400,4132510,NA,NA,6166690,3774918,4343519,4447044,5857639,NA,NA,77279334,NA,219818339,112011,91663,128047,81486,129877
7/31/21,342374,3653150,4134680,NA,NA,6190334,3776724,4350028,4447044,5883421,NA,NA,77544194,NA,220481922,112055,91666,128063,81486,129949
8/1/21,342482,3654720,4135930,NA,NA,6209934,3778277,4355348,4447044,5907594,NA,67642419,77711955,NA,221140409,112073,91666,128068,81486,130014
8/2/21,342482,3654950,4137428,NA,NA,6218526,3779797,4358533,4502983,5929881,NA,NA,77795178,NA,221855623,112128,91685,128088,81643,130039
8/3/21,341758,3658150,4141043,NA,NA,6242948,3782344,4363374,4523310,5951736,NA,NA,78004897,NA,222593976,112185,91710,128115,81773,130179
8/4/21,342253,3659260,4144608,NA,NA,6272189,3786003,4369964,4545184,5980887,NA,NA,78220645,NA,223429443,112233,91736,128136,81844,130300
8/5/21,NA,NA,NA,NA,NA,6299138,3789460,4377188,4566571,6010896,NA,NA,78432872,52965136,224253002,112283,91761,128163,81931,130390
8/6/21,NA,NA,NA,NA,NA,6325144,3792848,4383787,4588132,6042529,NA,NA,78677529,NA,225032301,112347,91785,128187,82006,130482
8/7/21,NA,NA,NA,NA,NA,6350899,3795609,4390684,4588132,6070873,NA,NA,78971392,NA,225680850,112379,91789,128209,82006,130585
8/8/21,NA,NA,NA,NA,NA,6371349,3797849,4396417,4588132,6098117,NA,68230989,79174903,NA,226357460,112407,91791,128220,82006,130630
8/9/21,NA,NA,NA,NA,NA,6378567,3800069,4400617,4627770,6123173,NA,NA,79277767,NA,227073461,112484,91810,128242,82125,130667
8/10/21,NA,NA,NA,NA,NA,6407288,3803351,4406241,4643450,6146642,NA,NA,79519533,NA,227812237,112575,91824,128273,82227,130813
8/11/21,NA,NA,NA,NA,NA,6440082,3808838,4413162,4660473,6176023,NA,NA,79749572,NA,228640287,112620,91841,128304,82320,130921
8/12/21,NA,NA,NA,NA,NA,6469753,3814335,4420429,4677883,6208908,NA,NA,79966541,53892999,229472464,112700,91860,128334,82407,131016
8/13/21,NA,NA,NA,NA,NA,6497500,3819871,4427827,4693540,6241447,NA,NA,80192027,NA,230284013,112778,91871,128379,82470,131116
8/14/21,NA,NA,NA,NA,NA,6521927,3824546,4435008,4693540,6270673,NA,NA,80446033,NA,230927295,112829,91874,128413,82470,131210
8/15/21,NA,NA,NA,NA,NA,6543099,3828278,4440669,4693540,6297157,NA,68790183,80606903,NA,231588398,112873,91878,128432,82470,131269
8/16/21,NA,NA,NA,NA,NA,6556496,3831827,4444338,4719266,6325515,NA,NA,80680924,NA,232278737,112992,91905,128456,82595,131296
8/17/21,NA,NA,NA,NA,NA,6581417,3837218,4449606,4733602,6352224,NA,NA,80918997,NA,232996599,113116,91927,128510,82739,131466
8/18/21,NA,NA,NA,NA,NA,6611444,3846226,4456765,4745558,6385982,NA,NA,81145420,NA,233809959,113239,91949,128579,82883,131577
8/19/21,NA,NA,NA,NA,NA,6636833,3854529,4464005,4758003,6422515,NA,NA,81351951,NA,234648590,113376,91963,128634,83004,131691
8/20/21,NA,NA,NA,NA,NA,6660315,3863495,4471225,4770453,6459643,NA,NA,81572607,NA,NA,113472,91980,128683,83136,131805
8/21/21,NA,NA,NA,NA,NA,6682952,3870095,4478691,4770453,6491529,NA,NA,81827825,NA,NA,113472,91983,128728,83136,131909
8/22/21,NA,NA,NA,NA,NA,6700252,3876041,4484613,4770453,6523563,NA,NA,82003364,NA,NA,113472,91987,128751,83136,131958